ÅR,Måned,regnr,navn,Attribute,Value
2016,12,53074,Forsikringsselskabet PrivatSikring A/S,Bruttoerstatningsprocent (Loss ratio),59.0
2016,12,53074,Forsikringsselskabet PrivatSikring A/S,Bruttoomkostningsprocent (Expense ratio),30.0
2016,12,53074,Forsikringsselskabet PrivatSikring A/S,Combined ratio,91.0
2016,12,53074,Forsikringsselskabet PrivatSikring A/S,Egenkapitalforrentning i pct. (Return on equity),14.0
2016,12,53074,Forsikringsselskabet PrivatSikring A/S,Operating ratio,91.0
2016,12,53074,Forsikringsselskabet PrivatSikring A/S,Relativt afløbsresultat,10.0
2016,12,53086,Alm. Brand Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),61.0
2016,12,53086,Alm. Brand Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),17.0
2016,12,53086,Alm. Brand Forsikring A/S,Combined ratio,82.0
2016,12,53086,Alm. Brand Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),25.0
2016,12,53086,Alm. Brand Forsikring A/S,Operating ratio,82.0
2016,12,53086,Alm. Brand Forsikring A/S,Relativt afløbsresultat,9.0
2016,12,53087,Dansk Boligforsikring A/S,Bruttoerstatningsprocent (Loss ratio),72.0
2016,12,53087,Dansk Boligforsikring A/S,Bruttoomkostningsprocent (Expense ratio),25.0
2016,12,53087,Dansk Boligforsikring A/S,Combined ratio,97.0
2016,12,53087,Dansk Boligforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),4.0
2016,12,53087,Dansk Boligforsikring A/S,Operating ratio,97.0
2016,12,53087,Dansk Boligforsikring A/S,Relativt afløbsresultat,-11.0
2016,12,53090,LUNDBECK INS A/S under frivillig likvidation,Bruttoerstatningsprocent (Loss ratio),0.0
2016,12,53090,LUNDBECK INS A/S under frivillig likvidation,Bruttoomkostningsprocent (Expense ratio),18.0
2016,12,53090,LUNDBECK INS A/S under frivillig likvidation,Combined ratio,18.0
2016,12,53090,LUNDBECK INS A/S under frivillig likvidation,Egenkapitalforrentning i pct. (Return on equity),9.0
2016,12,53090,LUNDBECK INS A/S under frivillig likvidation,Operating ratio,17.0
2016,12,53090,LUNDBECK INS A/S under frivillig likvidation,Relativt afløbsresultat,0.0
2016,12,53092,Carlsberg Captive Insurance Company A/S,Bruttoerstatningsprocent (Loss ratio),98.0
2016,12,53092,Carlsberg Captive Insurance Company A/S,Bruttoomkostningsprocent (Expense ratio),7.0
2016,12,53092,Carlsberg Captive Insurance Company A/S,Combined ratio,105.0
2016,12,53092,Carlsberg Captive Insurance Company A/S,Egenkapitalforrentning i pct. (Return on equity),-128.0
2016,12,53092,Carlsberg Captive Insurance Company A/S,Operating ratio,106.0
2016,12,53092,Carlsberg Captive Insurance Company A/S,Relativt afløbsresultat,0.0
2016,12,53093,Arriva Insurance A/S,Bruttoerstatningsprocent (Loss ratio),-49.0
2016,12,53093,Arriva Insurance A/S,Bruttoomkostningsprocent (Expense ratio),12.0
2016,12,53093,Arriva Insurance A/S,Combined ratio,-8.0
2016,12,53093,Arriva Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),19.0
2016,12,53093,Arriva Insurance A/S,Operating ratio,-8.0
2016,12,53093,Arriva Insurance A/S,Relativt afløbsresultat,24.0
2016,12,53094,TDC Reinsurance A/S,Bruttoerstatningsprocent (Loss ratio),33.0
2016,12,53094,TDC Reinsurance A/S,Bruttoomkostningsprocent (Expense ratio),6.0
2016,12,53094,TDC Reinsurance A/S,Combined ratio,39.0
2016,12,53094,TDC Reinsurance A/S,Egenkapitalforrentning i pct. (Return on equity),19.0
2016,12,53094,TDC Reinsurance A/S,Operating ratio,39.0
2016,12,53094,TDC Reinsurance A/S,Relativt afløbsresultat,10.0
2016,12,53095,Dansk Musiker Forbund Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),56.0
2016,12,53095,Dansk Musiker Forbund Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),37.0
2016,12,53095,Dansk Musiker Forbund Forsikring G/S,Combined ratio,97.0
2016,12,53095,Dansk Musiker Forbund Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),6.0
2016,12,53095,Dansk Musiker Forbund Forsikring G/S,Operating ratio,97.0
2016,12,53095,Dansk Musiker Forbund Forsikring G/S,Relativt afløbsresultat,37.0
2016,12,53099,MELES Insurance A/S (captive insurance company),Bruttoerstatningsprocent (Loss ratio),63.0
2016,12,53099,MELES Insurance A/S (captive insurance company),Bruttoomkostningsprocent (Expense ratio),20.0
2016,12,53099,MELES Insurance A/S (captive insurance company),Combined ratio,88.0
2016,12,53099,MELES Insurance A/S (captive insurance company),Egenkapitalforrentning i pct. (Return on equity),10.0
2016,12,53099,MELES Insurance A/S (captive insurance company),Operating ratio,88.0
2016,12,53099,MELES Insurance A/S (captive insurance company),Relativt afløbsresultat,16.0
2016,12,53100,Ørsted Insurance A/S,Bruttoerstatningsprocent (Loss ratio),32.0
2016,12,53100,Ørsted Insurance A/S,Bruttoomkostningsprocent (Expense ratio),4.0
2016,12,53100,Ørsted Insurance A/S,Combined ratio,92.0
2016,12,53100,Ørsted Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),3.0
2016,12,53100,Ørsted Insurance A/S,Operating ratio,84.0
2016,12,53100,Ørsted Insurance A/S,Relativt afløbsresultat,100.0
2016,12,53101,Salling Group Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),66.0
2016,12,53101,Salling Group Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),20.0
2016,12,53101,Salling Group Forsikring A/S,Combined ratio,94.0
2016,12,53101,Salling Group Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),7.0
2016,12,53101,Salling Group Forsikring A/S,Operating ratio,94.0
2016,12,53101,Salling Group Forsikring A/S,Relativt afløbsresultat,2.0
2016,12,53103,ETU Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),70.0
2016,12,53103,ETU Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),29.0
2016,12,53103,ETU Forsikring A/S,Combined ratio,100.0
2016,12,53103,ETU Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),5.0
2016,12,53103,ETU Forsikring A/S,Operating ratio,100.0
2016,12,53103,ETU Forsikring A/S,Relativt afløbsresultat,-1.0
2016,12,53106,Forsikringsselskabet Vendsyssel A/S,Bruttoerstatningsprocent (Loss ratio),26.0
2016,12,53106,Forsikringsselskabet Vendsyssel A/S,Bruttoomkostningsprocent (Expense ratio),26.0
2016,12,53106,Forsikringsselskabet Vendsyssel A/S,Combined ratio,75.0
2016,12,53106,Forsikringsselskabet Vendsyssel A/S,Egenkapitalforrentning i pct. (Return on equity),11.0
2016,12,53106,Forsikringsselskabet Vendsyssel A/S,Operating ratio,75.0
2016,12,53106,Forsikringsselskabet Vendsyssel A/S,Relativt afløbsresultat,15.0
2016,12,53108,FF Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),61.0
2016,12,53108,FF Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),23.0
2016,12,53108,FF Forsikring A/S,Combined ratio,84.0
2016,12,53108,FF Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),14.0
2016,12,53108,FF Forsikring A/S,Operating ratio,84.0
2016,12,53108,FF Forsikring A/S,Relativt afløbsresultat,0.0
2016,12,53110,DSV Insurance A/S,Bruttoerstatningsprocent (Loss ratio),39.0
2016,12,53110,DSV Insurance A/S,Bruttoomkostningsprocent (Expense ratio),17.0
2016,12,53110,DSV Insurance A/S,Combined ratio,68.0
2016,12,53110,DSV Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),35.0
2016,12,53110,DSV Insurance A/S,Operating ratio,68.0
2016,12,53110,DSV Insurance A/S,Relativt afløbsresultat,12.0
2016,12,53111,Fri Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),54.0
2016,12,53111,Fri Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),24.0
2016,12,53111,Fri Forsikring A/S,Combined ratio,82.0
2016,12,53111,Fri Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),18.0
2016,12,53111,Fri Forsikring A/S,Operating ratio,82.0
2016,12,53111,Fri Forsikring A/S,Relativt afløbsresultat,8.0
2016,12,53112,Qudos Insurance A/S under konkurs,Bruttoerstatningsprocent (Loss ratio),76.0
2016,12,53112,Qudos Insurance A/S under konkurs,Bruttoomkostningsprocent (Expense ratio),29.0
2016,12,53112,Qudos Insurance A/S under konkurs,Combined ratio,107.0
2016,12,53112,Qudos Insurance A/S under konkurs,Egenkapitalforrentning i pct. (Return on equity),-77.0
2016,12,53112,Qudos Insurance A/S under konkurs,Operating ratio,107.0
2016,12,53112,Qudos Insurance A/S under konkurs,Relativt afløbsresultat,-23.0
2016,12,53113,Maersk Insurance A/S,Bruttoerstatningsprocent (Loss ratio),6.0
2016,12,53113,Maersk Insurance A/S,Bruttoomkostningsprocent (Expense ratio),4.0
2016,12,53113,Maersk Insurance A/S,Combined ratio,60.0
2016,12,53113,Maersk Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),13.0
2016,12,53113,Maersk Insurance A/S,Operating ratio,60.0
2016,12,53113,Maersk Insurance A/S,Relativt afløbsresultat,12.0
2016,12,53114,United Insurance af 01.08.2011 A/S,Bruttoerstatningsprocent (Loss ratio),47.0
2016,12,53114,United Insurance af 01.08.2011 A/S,Bruttoomkostningsprocent (Expense ratio),34.0
2016,12,53114,United Insurance af 01.08.2011 A/S,Combined ratio,81.0
2016,12,53114,United Insurance af 01.08.2011 A/S,Egenkapitalforrentning i pct. (Return on equity),2.0
2016,12,53114,United Insurance af 01.08.2011 A/S,Operating ratio,81.0
2016,12,53114,United Insurance af 01.08.2011 A/S,Relativt afløbsresultat,10.0
2016,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),51.0
2016,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),61.0
2016,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Combined ratio,112.0
2016,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),-3.0
2016,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Operating ratio,112.0
2016,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Relativt afløbsresultat,0.0
2016,12,53117,GEFION FINANS A/S (under konkurs),Bruttoerstatningsprocent (Loss ratio),39.0
2016,12,53117,GEFION FINANS A/S (under konkurs),Bruttoomkostningsprocent (Expense ratio),52.0
2016,12,53117,GEFION FINANS A/S (under konkurs),Combined ratio,101.0
2016,12,53117,GEFION FINANS A/S (under konkurs),Egenkapitalforrentning i pct. (Return on equity),-12.0
2016,12,53117,GEFION FINANS A/S (under konkurs),Operating ratio,101.0
2016,12,53117,GEFION FINANS A/S (under konkurs),Relativt afløbsresultat,16.0
2017,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoerstatningsprocent (Loss ratio),169.86
2017,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoomkostningsprocent (Expense ratio),17.19
2017,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Combined ratio,190.25
2017,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Egenkapitalforrentning i pct. (Return on equity),-10.6
2017,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Operating ratio,190.25
2017,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Relativt afløbsresultat,-11.16
2017,12,50043,Forsikrings-Aktieselskabet ALKA,Bruttoerstatningsprocent (Loss ratio),66.17
2017,12,50043,Forsikrings-Aktieselskabet ALKA,Bruttoomkostningsprocent (Expense ratio),16.82
2017,12,50043,Forsikrings-Aktieselskabet ALKA,Combined ratio,84.81
2017,12,50043,Forsikrings-Aktieselskabet ALKA,Egenkapitalforrentning i pct. (Return on equity),12.86
2017,12,50043,Forsikrings-Aktieselskabet ALKA,Operating ratio,84.81
2017,12,50043,Forsikrings-Aktieselskabet ALKA,Relativt afløbsresultat,9.61
2017,12,50052,NEM Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),81.2
2017,12,50052,NEM Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),20.7
2017,12,50052,NEM Forsikring A/S,Combined ratio,102.5
2017,12,50052,NEM Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),0.1
2017,12,50052,NEM Forsikring A/S,Operating ratio,102.5
2017,12,50052,NEM Forsikring A/S,Relativt afløbsresultat,0.2
2017,12,50074,ULFBORG-HIND HERREDS BRANDASSURANCESELSKAB FOR LØSØRE. GENSIDIG,Bruttoerstatningsprocent (Loss ratio),13.0
2017,12,50074,ULFBORG-HIND HERREDS BRANDASSURANCESELSKAB FOR LØSØRE. GENSIDIG,Bruttoomkostningsprocent (Expense ratio),343.0
2017,12,50074,ULFBORG-HIND HERREDS BRANDASSURANCESELSKAB FOR LØSØRE. GENSIDIG,Combined ratio,393.0
2017,12,50074,ULFBORG-HIND HERREDS BRANDASSURANCESELSKAB FOR LØSØRE. GENSIDIG,Egenkapitalforrentning i pct. (Return on equity),-1.0
2017,12,50074,ULFBORG-HIND HERREDS BRANDASSURANCESELSKAB FOR LØSØRE. GENSIDIG,Operating ratio,393.0
2017,12,50074,ULFBORG-HIND HERREDS BRANDASSURANCESELSKAB FOR LØSØRE. GENSIDIG,Relativt afløbsresultat,3.0
2017,12,50099,Lokal Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),60.7
2017,12,50099,Lokal Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),23.2
2017,12,50099,Lokal Forsikring G/S,Combined ratio,93.5
2017,12,50099,Lokal Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),10.9
2017,12,50099,Lokal Forsikring G/S,Operating ratio,93.4
2017,12,50099,Lokal Forsikring G/S,Relativt afløbsresultat,12.1
2017,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoerstatningsprocent (Loss ratio),57.1
2017,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoomkostningsprocent (Expense ratio),19.2
2017,12,50102,VESTJYLLAND FORSIKRING GS.,Combined ratio,82.8
2017,12,50102,VESTJYLLAND FORSIKRING GS.,Egenkapitalforrentning i pct. (Return on equity),19.7
2017,12,50102,VESTJYLLAND FORSIKRING GS.,Operating ratio,82.9
2017,12,50102,VESTJYLLAND FORSIKRING GS.,Relativt afløbsresultat,17.3
2017,12,50140,HF-Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),54.8
2017,12,50140,HF-Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),39.2
2017,12,50140,HF-Forsikring G/S,Combined ratio,105.0
2017,12,50140,HF-Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),6.0
2017,12,50140,HF-Forsikring G/S,Operating ratio,105.5
2017,12,50140,HF-Forsikring G/S,Relativt afløbsresultat,11.5
2017,12,50149,Europæiske Rejseforsikring A/S,Bruttoerstatningsprocent (Loss ratio),50.3
2017,12,50149,Europæiske Rejseforsikring A/S,Bruttoomkostningsprocent (Expense ratio),47.33
2017,12,50149,Europæiske Rejseforsikring A/S,Combined ratio,99.17
2017,12,50149,Europæiske Rejseforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),3.04
2017,12,50149,Europæiske Rejseforsikring A/S,Operating ratio,99.23
2017,12,50149,Europæiske Rejseforsikring A/S,Relativt afløbsresultat,14.62
2017,12,50167,Storstrøms Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),87.0
2017,12,50167,Storstrøms Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),82.0
2017,12,50167,Storstrøms Forsikring G/S,Combined ratio,118.0
2017,12,50167,Storstrøms Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-5.0
2017,12,50167,Storstrøms Forsikring G/S,Operating ratio,118.0
2017,12,50167,Storstrøms Forsikring G/S,Relativt afløbsresultat,20.0
2017,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoerstatningsprocent (Loss ratio),76.0
2017,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoomkostningsprocent (Expense ratio),50.0
2017,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Combined ratio,127.0
2017,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Egenkapitalforrentning i pct. (Return on equity),2.0
2017,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Operating ratio,127.0
2017,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Relativt afløbsresultat,30.0
2017,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoerstatningsprocent (Loss ratio),56.0
2017,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoomkostningsprocent (Expense ratio),42.0
2017,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Combined ratio,107.0
2017,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Egenkapitalforrentning i pct. (Return on equity),1.0
2017,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Operating ratio,108.0
2017,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Relativt afløbsresultat,14.0
2017,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoerstatningsprocent (Loss ratio),86.6
2017,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoomkostningsprocent (Expense ratio),34.2
2017,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Combined ratio,137.1
2017,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Egenkapitalforrentning i pct. (Return on equity),-0.4
2017,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Operating ratio,137.2
2017,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Relativt afløbsresultat,18.4
2017,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoerstatningsprocent (Loss ratio),67.9
2017,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoomkostningsprocent (Expense ratio),27.5
2017,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Combined ratio,96.8
2017,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Egenkapitalforrentning i pct. (Return on equity),6.5
2017,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Operating ratio,96.9
2017,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Relativt afløbsresultat,-5.7
2017,12,50257,Dansk Glasforsikring A/S,Bruttoerstatningsprocent (Loss ratio),49.82
2017,12,50257,Dansk Glasforsikring A/S,Bruttoomkostningsprocent (Expense ratio),34.36
2017,12,50257,Dansk Glasforsikring A/S,Combined ratio,84.18
2017,12,50257,Dansk Glasforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),7.49
2017,12,50257,Dansk Glasforsikring A/S,Operating ratio,84.32
2017,12,50257,Dansk Glasforsikring A/S,Relativt afløbsresultat,34.47
2017,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoerstatningsprocent (Loss ratio),62.0
2017,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoomkostningsprocent (Expense ratio),26.0
2017,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Combined ratio,96.0
2017,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Egenkapitalforrentning i pct. (Return on equity),11.0
2017,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Operating ratio,96.0
2017,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Relativt afløbsresultat,2.3
2017,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoerstatningsprocent (Loss ratio),-6.0
2017,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoomkostningsprocent (Expense ratio),186.0
2017,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Combined ratio,180.0
2017,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Egenkapitalforrentning i pct. (Return on equity),2.0
2017,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Operating ratio,180.0
2017,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Relativt afløbsresultat,54.0
2017,12,50453,NærBrand G/S (Under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),63.5
2017,12,50453,NærBrand G/S (Under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),73.0
2017,12,50453,NærBrand G/S (Under frivillig likvidation),Combined ratio,138.8
2017,12,50453,NærBrand G/S (Under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),3.7
2017,12,50453,NærBrand G/S (Under frivillig likvidation),Operating ratio,138.8
2017,12,50453,NærBrand G/S (Under frivillig likvidation),Relativt afløbsresultat,-18.0
2017,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoerstatningsprocent (Loss ratio),108.78
2017,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoomkostningsprocent (Expense ratio),31.18
2017,12,50479,Skibsforsikringen Frederikshavn G/F,Combined ratio,151.39
2017,12,50479,Skibsforsikringen Frederikshavn G/F,Egenkapitalforrentning i pct. (Return on equity),-10.74
2017,12,50479,Skibsforsikringen Frederikshavn G/F,Operating ratio,151.39
2017,12,50479,Skibsforsikringen Frederikshavn G/F,Relativt afløbsresultat,8.31
2017,12,50540,Dansk Jagtforsikring A/S,Bruttoerstatningsprocent (Loss ratio),13382.0
2017,12,50540,Dansk Jagtforsikring A/S,Bruttoomkostningsprocent (Expense ratio),5987.0
2017,12,50540,Dansk Jagtforsikring A/S,Combined ratio,19375.0
2017,12,50540,Dansk Jagtforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-8.0
2017,12,50540,Dansk Jagtforsikring A/S,Operating ratio,288.0
2017,12,50540,Dansk Jagtforsikring A/S,Relativt afløbsresultat,-43.0
2017,12,50568,Danske Privatbaners Forsikringsforening G/S,Bruttoerstatningsprocent (Loss ratio),50.0
